step,phase,obs,action_raw,action_clipped,action_scaled
60,0.46875,"[ 0.19509032 -0.98078525 -0.02727509  0.15468788 -0.00197802 -0.05648356
  0.14876828  0.64902854]",[0.01327872 0.60386896],[0.01327872 0.60386896],[0.00331968 0.15096724]
61,0.4765625,"[ 0.14673047 -0.9891765  -0.02727509  0.14248085 -0.00197802 -0.05428572
  0.01327872  0.60386896]",[-0.17940176  0.5198802 ],[-0.17940176  0.5198802 ],[-0.04485044  0.12997004]
62,0.484375,"[ 0.09801714 -0.9951847  -0.02727509  0.13027382 -0.00197802 -0.05296707
 -0.17940176  0.5198802 ]",[-0.2079131  0.393754 ],[-0.2079131  0.393754 ],[-0.05197828  0.0984385 ]
63,0.4921875,"[ 0.04906768 -0.99879545 -0.02803802  0.1192112  -0.00109892 -0.05076924
 -0.2079131   0.393754  ]",[-0.3567773   0.36030427],[-0.3567773   0.36030427],[-0.08919433  0.09007607]
64,0.5,"[ 1.2246469e-16 -1.0000000e+00 -2.7656555e-02  1.1043739e-01
  2.4175644e-03 -3.5824206e-02 -3.5677731e-01  3.6030427e-01]",[-0.42642522  0.27574053],[-0.42642522  0.27574053],[-0.1066063   0.06893513]
65,0.5078125,"[-0.04906768 -0.99879545 -0.02689362  0.10585976  0.00417585 -0.02175827
 -0.42642522  0.27574053]",[-0.5529969   0.16395327],[-0.5529969   0.16395327],[-0.13824922  0.04098832]
66,0.515625,"[-0.09801714 -0.9951847  -0.02689362  0.10357094 -0.00241756 -0.00593405
 -0.5529969   0.16395327]",[-0.6276316   0.12146719],[-0.6276316   0.12146719],[-0.1569079  0.0303668]
67,0.5234375,"[-0.14673047 -0.9891765  -0.02765656  0.10166359 -0.0046154  -0.01252747
 -0.6276316   0.12146719]",[-0.84914136  0.05798321],[-0.84914136  0.05798321],[-0.21228534  0.0144958 ]
68,0.53125,"[-0.19509032 -0.98078525 -0.02880096  0.09975624 -0.00857143 -0.00681314
 -0.84914136  0.05798321]",[-0.9807755   0.06267348],[-0.9807755   0.06267348],[-0.24519387  0.01566837]
69,0.5390625,"[-0.24298018 -0.97003126 -0.02880096  0.0989933  -0.00857143 -0.0046154
 -0.9807755   0.06267348]",[-1.0619303   0.07319126],[-1.0619303   0.07319126],[-0.26548257  0.01829781]
